graph,database,method,dependency,m5_max_inc_count,m6_avg_inc_count,m7_minimality,m7_minimality_no_clusters,m7_minimality_no_matches
$S_\text{Ts-2}$,Memgraph,denormalized,"(faggd)-[s:STOPS_AT:departure&stopid]->(st)::s.stopid,s.departure\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(deacg)-[s:STOPS_AT:stopid]->(ddeee)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,all,(x5:Tstopid:S&Tstopid)::x5.Tstopid\determ x5,1,1.0,1.0,1632800,1632800
$S_\text{Ts-2}$,Memgraph,all,"(x4:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x4.Tsdate,x4.Tsnumber\determ x4",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Memgraph,all,(x8:Snametcode:Tcode&Sname)::x8.Sname\determ x8,1,1.0,1.0,542,542
$S_\text{Ts-2}$,Memgraph,all,"(x7:Tsdatetsnumbertstype:Tsdate&Tsnumber&Tstype)::x7.Tsnumber,x7.Tsdate\determ x7",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Memgraph,all,(x0:Snametcode:Tcode&Sname)::x0.Tcode\determ x0,1,1.0,1.0,542,542
$S_\text{Ts-2}$,Memgraph,denormalized,"(x:TrainService:date&number&operator)-[ageac:STOPS_AT]->(egeeg)::x.number,x.date\determ x.operator",61,9.482481869292785,0.10545713347202453,192629,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(dfbge)-[s:STOPS_AT:stopid]->(caeca)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(dgfbb)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,"(bbabe)-[s:STOPS_AT:departure&stopid]->(st)::s.stopid,s.departure\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(ggacg)-[t:STOPS_AT:code]->(s:Station:name)::t.code\determ s.name,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-2}$,Memgraph,denormalized,"(ts:TrainService:date&number&type)::ts.number,ts.date\determ ts.type",3,1.0052328569426203,0.9947943564213266,192629,193637
$S_\text{Ts-2}$,Memgraph,node-left,"(x1:Tsdatetsnumbertstype:Tsnumber&Tsdate&Tstype)::x1.Tsdate,x1.Tsnumber\determ x1",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Memgraph,node-left,(x4:Snametcode:Tcode&Sname)::x4.Sname\determ x4,1,1.0,1.0,542,542
$S_\text{Ts-2}$,Memgraph,node-left,"(x3:Tsdatetsnumbertsoperator:Tsoperator&Tsdate&Tsnumber)::x3.Tsnumber,x3.Tsdate\determ x3",1,1.0,1.0,192629,192629
$S_\text{Ts-2}$,Memgraph,denormalized,(decee)-[t:STOPS_AT:code]->(s:Station:name)::s.name\determ t.code,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,"(ts:TrainService:date&number&type)::ts.date,ts.number\determ ts.type",3,1.0052328569426203,0.9947943564213266,192629,193637
$S_\text{Ts-2}$,Memgraph,denormalized,(adbcb)-[s:STOPS_AT:stopid]->(geafb)::s.stopid\determ s,1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,"(dbefg)-[s:STOPS_AT:departure&stopid]->(st)::s.departure,s.stopid\determ st",1,1.0,1.0,1826601,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,"(x:TrainService:date&number&operator)-[geaea:STOPS_AT]->(adafb)::x.number,x.date\determ x.operator",61,9.482481869292785,0.10545713347202453,192629,1826601
$S_\text{Ts-2}$,Memgraph,denormalized,(x:TrainService:serviceid)::x.serviceid\determ x,1,1.0,1.0,193637,193637
$S_\text{Ts-2}$,Memgraph,denormalized,(bfcfg)-[t:STOPS_AT:code]->(s:Station:name)::t.code\determ s.name,40675,3370.1125461254614,0.0002961786926530165,542,1826601
$S_\text{Ts-2}$,Memgraph,edge-left,(x0:Tstopid:S&Tstopid)::x0.Tstopid\determ x0,1,1.0,1.0,1632800,1632800
$S_\text{Ts-2}$,Memgraph,edge-left,(x1:Snametcode:Tcode&Sname)::x1.Tcode\determ x1,1,1.0,1.0,542,542
$S_\text{Off-1}$,Memgraph,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054446,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Memgraph,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.93066666666664,0.0027617355340440086,2250,814344
$S_\text{Off-1}$,Memgraph,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435177,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Memgraph,all,(x1:EcountriesecountryCodes:Ecountries&EcountryCodes)::x1.Ecountries\determ x1,1,1.0,1.0,858,858
$S_\text{Off-1}$,Memgraph,all,(x3:EcountriesecountryCodes:Ecountries&EcountryCodes)::x3.EcountryCodes\determ x3,1,1.0,1.0,858,858
$S_\text{Off-1}$,Memgraph,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054446,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Memgraph,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.93066666666664,0.0027617355340440086,2250,814344
$S_\text{Off-1}$,Memgraph,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435177,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Memgraph,node-left,(x1:EcountriesecountryCodes:Ecountries&EcountryCodes)::x1.Ecountries\determ x1,1,1.0,1.0,858,858
$S_\text{Off-1}$,Memgraph,node-left,(x3:EcountriesecountryCodes:Ecountries&EcountryCodes)::x3.EcountryCodes\determ x3,1,1.0,1.0,858,858
$S_\text{Off-1}$,Memgraph,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054446,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Memgraph,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435177,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Memgraph,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.jurisdiction_description,e.countries\determ e.country_codes",175938,361.93066666666664,0.0027617355340440086,2250,814344
$S_\text{Off-1}$,Memgraph,edge-left,(e:Entity:jurisdiction_description&service_provider&countries&country_codes)::e.country_codes\determ e.countries,309353,738.9691470054446,0.0013556940994151113,1105,814344
$S_\text{Off-1}$,Memgraph,edge-left,(e:Entity:jurisdiction_description&service_provider&countries&country_codes)::e.countries\determ e.country_codes,309353,738.2991840435177,0.0013556940994151113,1105,814344
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.93066666666664,0.0027617355340440086,2250,814344
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.countries\determ e.country_codes",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.sourceID,e.countries\determ e.country_codes",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.country_codes,e.sourceID\determ e.countries",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.country_codes\determ e.countries",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Memgraph,all,"(x9:EcountriesecountryCodesevalidUntil:Ecountries&EvalidUntil&EcountryCodes)::x9.EcountryCodes,x9.EvalidUntil\determ x9",1,1.0,1.0,1455,1455
$S_\text{Off-2}$,Memgraph,all,"(x3:EcountriesecountryCodesejurisdictionDescription:Ecountries&EcountryCodes&EjurisdictionDescription)::x3.Ecountries,x3.EjurisdictionDescription\determ x3",1,1.0,1.0,2185,2185
$S_\text{Off-2}$,Memgraph,all,"(x1:EcountriesecountryCodesesourceID:Ecountries&EcountryCodes&EsourceID)::x1.Ecountries,x1.EsourceID\determ x1",1,1.0,1.0,1439,1439
$S_\text{Off-2}$,Memgraph,all,"(x5:EcountriesecountryCodesesourceID:EsourceID&EcountryCodes&Ecountries)::x5.EsourceID,x5.EcountryCodes\determ x5",1,1.0,1.0,1439,1439
$S_\text{Off-2}$,Memgraph,all,"(x7:EcountriesecountryCodesevalidUntil:Ecountries&EvalidUntil&EcountryCodes)::x7.Ecountries,x7.EvalidUntil\determ x7",1,1.0,1.0,1455,1455
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.93066666666664,0.0027617355340440086,2250,814344
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.countries,e.sourceID\determ e.country_codes",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.countries,e.valid_until\determ e.country_codes",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.sourceID,e.country_codes\determ e.countries",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.country_codes,e.valid_until\determ e.countries",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Memgraph,node-left,"(x9:EcountriesecountryCodesevalidUntil:Ecountries&EvalidUntil&EcountryCodes)::x9.EvalidUntil,x9.EcountryCodes\determ x9",1,1.0,1.0,1455,1455
$S_\text{Off-2}$,Memgraph,node-left,"(x1:EcountriesecountryCodesevalidUntil:Ecountries&EvalidUntil&EcountryCodes)::x1.Ecountries,x1.EvalidUntil\determ x1",1,1.0,1.0,1455,1455
$S_\text{Off-2}$,Memgraph,node-left,"(x5:EcountriesecountryCodesejurisdictionDescription:Ecountries&EcountryCodes&EjurisdictionDescription)::x5.Ecountries,x5.EjurisdictionDescription\determ x5",1,1.0,1.0,2185,2185
$S_\text{Off-2}$,Memgraph,node-left,"(x7:EcountriesecountryCodesesourceID:Ecountries&EcountryCodes&EsourceID)::x7.EsourceID,x7.EcountryCodes\determ x7",1,1.0,1.0,1439,1439
$S_\text{Off-2}$,Memgraph,node-left,"(x3:EcountriesecountryCodesesourceID:EsourceID&Ecountries&EcountryCodes)::x3.Ecountries,x3.EsourceID\determ x3",1,1.0,1.0,1439,1439
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.93066666666664,0.0027617355340440086,2250,814344
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.countries,e.valid_until\determ e.country_codes",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.sourceID,e.country_codes\determ e.countries",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.sourceID,e.countries\determ e.country_codes",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Memgraph,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.country_codes,e.valid_until\determ e.countries",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Memgraph,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.country_codes,e.sourceID\determ e.countries",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-2}$,Memgraph,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.valid_until,e.country_codes\determ e.countries",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Memgraph,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.93066666666664,0.0027617355340440086,2250,814344
$S_\text{Off-2}$,Memgraph,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.valid_until,e.countries\determ e.country_codes",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-2}$,Memgraph,edge-left,"(e:Entity:country_codes&jurisdiction_description&valid_until&sourceID&countries)::e.countries,e.sourceID\determ e.country_codes",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.countries,e.jurisdiction_description\determ e.country_codes",175938,361.93066666666664,0.0027617355340440086,2250,814344
$S_\text{Off-3}$,Memgraph,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.sourceID\determ e.valid_until,213634,37015.63636363636,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Memgraph,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435177,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.countries,e.sourceID\determ e.country_codes",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.countries,e.valid_until\determ e.country_codes",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Memgraph,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.valid_until\determ e.sourceID,213634,12528.36923076923,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Memgraph,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054446,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:valid_until&service_provider&sourceID)::e.service_provider\determ e.valid_until,e.sourceID",470258,162868.8,0.000209985227355058,172,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.country_codes,e.sourceID\determ e.countries",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.country_codes\determ e.countries",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Memgraph,all,(x7:EsourceIDevalidUntil:EsourceID&EvalidUntil)::x7.EvalidUntil\determ x7,1,1.0,1.0,3,3
$S_\text{Off-3}$,Memgraph,all,(x1:EcountriesecountryCodes:Ecountries&EcountryCodes)::x1.EcountryCodes\determ x1,1,1.0,1.0,858,858
$S_\text{Off-3}$,Memgraph,all,(x3:EsourceIDevalidUntil:EsourceID&EvalidUntil)::x3.EsourceID\determ x3,1,1.0,1.0,3,3
$S_\text{Off-3}$,Memgraph,all,(x9:EcountriesecountryCodes:Ecountries&EcountryCodes)::x9.Ecountries\determ x9,1,1.0,1.0,858,858
$S_\text{Off-3}$,Memgraph,all,(x5:EserviceProvideresourceID:EsourceID&EserviceProvider)::x5.EserviceProvider\determ x5,1,1.0,1.0,4,4
$S_\text{Off-3}$,Memgraph,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.sourceID\determ e.valid_until,213634,37015.63636363636,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.jurisdiction_description,e.countries\determ e.country_codes",175938,361.93066666666664,0.0027617355340440086,2250,814344
$S_\text{Off-3}$,Memgraph,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435177,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:valid_until&service_provider&sourceID)::e.service_provider\determ e.sourceID,e.valid_until",470258,162868.8,0.000209985227355058,172,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.countries,e.valid_until\determ e.country_codes",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Memgraph,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.valid_until\determ e.sourceID,213634,12528.36923076923,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Memgraph,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054446,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.sourceID,e.countries\determ e.country_codes",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.country_codes,e.sourceID\determ e.countries",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.country_codes,e.valid_until\determ e.countries",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Memgraph,node-left,(x7:EsourceIDevalidUntil:EsourceID&EvalidUntil)::x7.EvalidUntil\determ x7,1,1.0,1.0,3,3
$S_\text{Off-3}$,Memgraph,node-left,(x1:EcountriesecountryCodes:Ecountries&EcountryCodes)::x1.EcountryCodes\determ x1,1,1.0,1.0,858,858
$S_\text{Off-3}$,Memgraph,node-left,(x3:EsourceIDevalidUntil:EsourceID&EvalidUntil)::x3.EsourceID\determ x3,1,1.0,1.0,3,3
$S_\text{Off-3}$,Memgraph,node-left,(x9:EcountriesecountryCodes:Ecountries&EcountryCodes)::x9.Ecountries\determ x9,1,1.0,1.0,858,858
$S_\text{Off-3}$,Memgraph,node-left,(x5:EserviceProvideresourceID:EsourceID&EserviceProvider)::x5.EserviceProvider\determ x5,1,1.0,1.0,4,4
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.valid_until,e.countries\determ e.country_codes",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Memgraph,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.sourceID\determ e.valid_until,213634,37015.63636363636,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:jurisdiction_description&countries&country_codes)::e.jurisdiction_description,e.countries\determ e.country_codes",175938,361.93066666666664,0.0027617355340440086,2250,814344
$S_\text{Off-3}$,Memgraph,denormalized,(e:Entity:country_codes&service_provider&countries)::e.countries\determ e.country_codes,309353,738.2991840435177,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:valid_until&service_provider&sourceID)::e.service_provider\determ e.sourceID,e.valid_until",470258,162868.8,0.000209985227355058,172,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.countries,e.sourceID\determ e.country_codes",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:country_codes&sourceID&countries)::e.sourceID,e.country_codes\determ e.countries",175888,558.5349794238683,0.0017891723757679503,1458,814344
$S_\text{Off-3}$,Memgraph,denormalized,(e:Entity:valid_until&service_provider&sourceID)::e.valid_until\determ e.sourceID,213634,12528.36923076923,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Memgraph,denormalized,(e:Entity:country_codes&service_provider&countries)::e.country_codes\determ e.countries,309353,738.9691470054446,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Memgraph,denormalized,"(e:Entity:valid_until&countries&country_codes)::e.country_codes,e.valid_until\determ e.countries",175888,543.6208277703605,0.001838291727196034,1498,814344
$S_\text{Off-3}$,Memgraph,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.countries\determ e.country_codes,309353,738.2991840435177,0.0013556940994151113,1105,814344
$S_\text{Off-3}$,Memgraph,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.valid_until\determ e.sourceID,213634,12528.36923076923,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Memgraph,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.service_provider\determ e.sourceID,470258,162868.8,2.7015643285446058e-05,23,814344
$S_\text{Off-3}$,Memgraph,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.sourceID\determ e.valid_until,213634,37015.63636363636,0.0002087572435693559,171,814344
$S_\text{Off-3}$,Memgraph,edge-left,(e:Entity:country_codes&service_provider&jurisdiction_description&valid_until&sourceID&countries)::e.country_codes\determ e.countries,309353,738.9691470054446,0.0013556940994151113,1105,814344
$S_\text{Uni-1}$,Memgraph,denormalized,(c:Course)<-[t:TEACHES:usingBook]-(cdggf)::c\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-1}$,Memgraph,all,(c:Course:TusingBook)::c\determ c.TusingBook,1,1.0,1.0,1,1
$S_\text{Uni-1}$,Memgraph,denormalized,(c:Course)<-[t:TEACHES:usingBook]-(deadg)::c\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-1}$,Memgraph,node-left,(c:Course:TusingBook)::c\determ c.TusingBook,1,1.0,1.0,1,1
$S_\text{Uni-1}$,Memgraph,denormalized,(c:Course)<-[t:TEACHES:usingBook]-(cdaef)::c\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-1}$,Memgraph,edge-left,(c:Course)<-[t:TEACHES:usingBook]-(gbfce)::c\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-2}$,Memgraph,denormalized,(c:Course:title)<-[t:TEACHES:usingBook]-(acebg)::c.title\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-2}$,Memgraph,all,(x0:CtitletusingBook:TusingBook&Ctitle)::x0.Ctitle\determ x0,1,1.0,1.0,1,1
$S_\text{Uni-2}$,Memgraph,denormalized,(c:Course:title)<-[t:TEACHES:usingBook]-(fgdfd)::c.title\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-2}$,Memgraph,node-left,(x0:CtitletusingBook:TusingBook&Ctitle)::x0.Ctitle\determ x0,1,1.0,1.0,1,1
$S_\text{Uni-2}$,Memgraph,denormalized,(c:Course:title)<-[t:TEACHES:usingBook]-(gfbfa)::c.title\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{Uni-2}$,Memgraph,edge-left,(c:Course:title)<-[t:TEACHES:usingBook]-(badbb)::c.title\determ t.usingBook,3,3.0,0.0,1,3
$S_\text{No-1}$,Memgraph,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-1}$,Memgraph,denormalized,"(e:Event:name&time&venue)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,denormalized,"(e:Event:name&time&venue)::e.time,e.venue\determ e.name",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,denormalized,"(e:Event:time&company)::e.time,e.company\determ e",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,all,"(x7:Enameetimeevenue:Ename&Evenue&Etime)::x7.Ename,x7.Etime\determ x7",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,all,(x3:Ecompanyename:Ename&Ecompany)::x3.Ename\determ x3,1,1.0,1.0,1,1
$S_\text{No-1}$,Memgraph,all,"(x5:Enameetimeevenue:Ename&Evenue&Etime)::x5.Etime,x5.Evenue\determ x5",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-1}$,Memgraph,denormalized,"(e:Event:name&time&venue)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,denormalized,"(e:Event:name&time&venue)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,denormalized,"(e:Event:time&company)::e.company,e.time\determ e",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,node-left,"(x7:Enameetimeevenue:Ename&Evenue&Etime)::x7.Etime,x7.Ename\determ x7",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,node-left,(x5:Ecompanyename:Ename&Ecompany)::x5.Ename\determ x5,1,1.0,1.0,1,1
$S_\text{No-1}$,Memgraph,node-left,"(x1:Enameetimeevenue:Ename&Evenue&Etime)::x1.Etime,x1.Evenue\determ x1",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-1}$,Memgraph,denormalized,"(e:Event:name&time&venue)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,denormalized,"(e:Event:name&time&venue)::e.venue,e.time\determ e.name",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,denormalized,"(e:Event:time&company)::e.company,e.time\determ e",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,edge-left,"(e:Event:name&time&venue&company)::e.time,e.venue\determ e.name",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,edge-left,(e:Event:name&time&venue&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-1}$,Memgraph,edge-left,"(e:Event:name&time&venue&company)::e.name,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-1}$,Memgraph,edge-left,"(e:Event:name&time&venue&company)::e.time,e.company\determ e",1,1.0,1.0,2,2
$S_\text{No-2}$,Memgraph,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-2}$,Memgraph,denormalized,"(e:Event:name&time&venue)::e.time,e.venue\determ e.name",1,1.0,1.0,2,2
$S_\text{No-2}$,Memgraph,denormalized,"(e:Event:name&time&venue)::e.name,e.time\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Memgraph,denormalized,"(e:Event:time&venue&company)::e.time,e.company\determ e.venue",1,1.0,1.0,2,2
$S_\text{No-2}$,Memgraph,all,"(x7:Enameetimeevenue:Ename&Evenue&Etime)::x7.Ename,x7.Etime\determ x7",1,1.0,1.0,2,2
$S_\text{No-2}$,Memgraph,all,"(x3:Ecompanyetimeevenue:Evenue&Etime&Ecompany)::x3.Ecompany,x3.Etime\determ x3",1,1.0,1.0,2,2
$S_\text{No-2}$,Memgraph,all,(x5:Ecompanyename:Ename&Ecompany)::x5.Ename\determ x5,1,1.0,1.0,1,1
$S_\text{No-2}$,Memgraph,all,"(x1:Enameetimeevenue:Ename&Evenue&Etime)::x1.Etime,x1.Evenue\determ x1",1,1.0,1.0,2,2
$S_\text{No-2}$,Memgraph,denormalized,(e:Event:name&company)::e.name\determ e.company,2,2.0,0.0,1,2
$S_\text{No-2}$,Memgraph,denormalized,"(e:Event:name&time&venue)::e.time,e.name\determ e.venue",1,1.0,1.0,2,2
