scenario,queryNo,query,state,mode,database,time,dbhits,memory
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.491877,98,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" WITH DISTINCT c SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.473139,62,560
S_Nw,1,"PROFILE MATCH (c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.332679,4,312
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) RETURN DISTINCT o.orderID, c.OcustomerID",after,retrieval,neo4j,3.383417,4507,156096
S_Nw,2,PROFILE MATCH (o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,1.124414,980,312
S_Nw,2,PROFILE MATCH (:Order)-->(o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,1.885094,3559,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.602853,98,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" WITH DISTINCT c SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.505206,62,560
S_Nw,1,"PROFILE MATCH (c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.354301,4,312
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) RETURN DISTINCT o.orderID, c.OcustomerID",after,retrieval,neo4j,4.518947,4507,156096
S_Nw,2,PROFILE MATCH (o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,0.776704,980,312
S_Nw,2,PROFILE MATCH (:Order)-->(o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,1.714307,3559,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.471517,98,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" WITH DISTINCT c SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.472798,62,560
S_Nw,1,"PROFILE MATCH (c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.463964,4,312
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) RETURN DISTINCT o.orderID, c.OcustomerID",after,retrieval,neo4j,4.413279,4507,156096
S_Nw,2,PROFILE MATCH (o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,1.043763,980,312
S_Nw,2,PROFILE MATCH (:Order)-->(o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,1.727607,3559,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.348331,98,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" WITH DISTINCT c SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.571035,62,560
S_Nw,1,"PROFILE MATCH (c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.419368,4,312
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) RETURN DISTINCT o.orderID, c.OcustomerID",after,retrieval,neo4j,81.471542,4507,156096
S_Nw,2,PROFILE MATCH (o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,1.36207,980,312
S_Nw,2,PROFILE MATCH (:Order)-->(o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,1.70936,3559,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.580529,98,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" WITH DISTINCT c SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.457976,62,560
S_Nw,1,"PROFILE MATCH (c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.31369,4,312
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) RETURN DISTINCT o.orderID, c.OcustomerID",after,retrieval,neo4j,3.196066,4507,156096
S_Nw,2,PROFILE MATCH (o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,0.738556,980,312
S_Nw,2,PROFILE MATCH (:Order)-->(o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,1.631964,3559,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.433639,98,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" WITH DISTINCT c SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.443224,62,560
S_Nw,1,"PROFILE MATCH (c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.369744,4,312
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) RETURN DISTINCT o.orderID, c.OcustomerID",after,retrieval,neo4j,4.495192,4507,156096
S_Nw,2,PROFILE MATCH (o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,0.717995,980,312
S_Nw,2,PROFILE MATCH (:Order)-->(o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,1.622099,3559,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.47404,98,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" WITH DISTINCT c SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.593058,62,560
S_Nw,1,"PROFILE MATCH (c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.423244,4,312
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) RETURN DISTINCT o.orderID, c.OcustomerID",after,retrieval,neo4j,4.972787,4507,156096
S_Nw,2,PROFILE MATCH (o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,0.722562,980,312
S_Nw,2,PROFILE MATCH (:Order)-->(o:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE o.OcustomerID IS NOT NULL AND o.OshipCity IS NOT NULL AND o.OshipPostalCode IS NOT NULL AND o.OshipCountry IS NOT NULL AND o.OshipAddress IS NOT NULL AND o.OshipRegion IS NOT NULL RETURN DISTINCT o.OcustomerID,after,retrieval,neo4j,1.636871,3559,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.453058,98,328
S_Nw,1,"PROFILE MATCH (o:Order)-[]-(c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" WITH DISTINCT c SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.482753,62,560
S_Nw,1,"PROFILE MATCH (c:OcustomerIDoshipAddressoshipCityoshipCountryoshipPostalCodeoshipRegion) WHERE c.OcustomerID = ""FOLKO"" SET c.OshipCountry = ""Rainbow""",after,update,neo4j,0.406278,4,312
